text,class,sentiment,confidence
"Don't buy those old pre-made arrangements from the grocery store or the overpriced stingy bunch of flowers from other places.  Come here- the service is great and the price is very reasonable.  Without realizing it, we walked in 5 minutes before closing time.  Regardless, the owner greeted us warmly and said she would be happy to help us.  I told her I didn't know anything about flowers, so she asked for a price range and the proceeded to select and arrange a fresh bouquet.  Even though it was the end of the day, the flowers were still perky and the arrangement was spectacular.  Couldn't have been happier and will recommend it to everyone I know.
",1,positive,80.4
"The best bouquet of flowers I have purchased in years. The store was closed but the door was unlocked and the owner gave me a warm getting and created a great arrangement. I love that they do not sell pre arrangements, all are made as you wait. The so smells amazing. Well be my new go to for flowers.
",1,positive,88.2
"To say that these guys go above and beyond is an understatement.  My daughter was recently hospitalized and her boyfriend sent flowers.  Unfortunately they were delivered to the hospital the day my daughter was discharged (a good thing that she go out early!!).  Jim from Blumengarten called me from the hospital - which was a good 25 minutes away and offered to meet me halfway to ensure the flowers were delivered.  He told me he would meet me in about 30 minutes.  We both pulled into the parking lot at the exact same time and my daughter received her flowers.  I know who I am ordering flowers from next time I need them!!  Thanks again!!
",1,positive,51.4
"I chose them because they answered the phone after 5. I was originally going to use a nearer florist. The worker I dealt with was incredibly helpful. As I did not have an exact address to give him, only the name of my girlfriends employer. He said he would look up the address and number, then call them for exact directions. The flowers were delivered within 24 hours and were the best I have ever purchased! I wish I could give them more than five stars!
",1,negative,63.0
"We live in Virginia and my wife's 72 year old mother lives in Pittsburgh. We typically send her flowers for her birthday, but we've had some issues with the well-known national flower delivery businesses, so I thought I'd see how things went if I cut out the middleman and dealt directly with a local florist. It was a good move. The flowers arrived on time and according to my mother-in-law the arrangement was spectacular and the flowers were so fresh that she was sure they'd keep for a good while. I also was happy that Ludwig's didn't gouge me on all of those extra fees that usually get tacked on at check-out by the big companies. My advice from now on is to go local whenever you can. With the internet that's no longer a problem.
",1,positive,81.2
"I live in Boston, Ma,but my boyfriend lives in Pittsburgh and I was in need of flowers for a funeral service.  Considering I know nothing about what is top rated in Pitt, I looked to the web to try and find a good florist.  I saw Blumengarten and glad I decided to use their services!  The gentleman on the phone was so wonderful.  I explained that I needed flowers delivered to the funeral home in a few days.. I told him the two flowers that were her favorite and said that they needed to be used, but to do what ever else he thought would make the flowers beautiful.  I gave him the amount I wanted to spend and left it all up to him.  Absolutely wonderful customer service!   The day of the service I got a text from my boyfriend saying my flowers were stunning and and the most beautiful ones there!  Was so happy I chose Jim Ludwig's Blumengarten Florist and will continue to use them!!!  On a separate occasion, I also ordered some flowers online and had them sent to my boyfriends work as a surprise.  Again, absolutely beautiful, cheery flowers!!!!  I got a picture of them sent to me and couldn't have been more happy with what was delivered.
",1,positive,93.0
"I can't say enough good things about Jim Ludwig's Blumengarten.  We hired them to do the flowers for our wedding in April, 2012 and the flowers were gorgeous!  My bridal bouquet was so beautiful and fragrant that it made me cry!  What I especially loved was that Jim and Linda Ludwig personally delivered the flowers to the venue.  Jim pinned the boutonniere on my husband and personally handed me my bouquet.  Such excellent customer service is rare these days and I highly recommend this business.
",1,positive,95.5
"I'm a foreigner and wanted to send flowers to my girlfriend living in a suburb of Pittsburgh. I contacted Jim Ludwig's Blumengartens florist after finding them here. Unfortunately they didn't deliver to the city I wanted my flowers to be sent to, but the Ludwigs have been very helpful and transferred my order to another florist that covered that area. The contact has been fast and very friendly. I'll recommend and would consider them again.
",1,negative,74.6
"Bob Ludwig at Blumengarten is the best! I had a last minute event for which I needed very specific flowers. I called in to make sure they had orchids, which they got just for me in less than a day. I wanted to pick the rest on site, but got there with a few minutes left until closing time and in a rush to deliver them myself. Bob made me a beautiful arrangement at a reasonable price very quickly. I am going to go here for all my future flower needs!
",1,positive,92.0
"We worked with Sherry at Jim Ludwig's for our wedding flowers in June 2013. They did a truly wonderful job. The flowers were stunning. Sherry was great to work with, and they were very respectful of what our budget was. Many other places I went to advised me they could not remain within our budget, and therefore they lost our business (and our budget was very reasonable) so I appreciated how much they worked with us. Definitely recommend them!
",1,positive,83.1
"I just utilized this florist today for the first time. My mum's bday is today and I decided last minute that I wanted to send her a bouquet of flowers for a reasonable price and same day delivery. While looking thru some florists in the Pittsburgh area, I saw a yelp review that this florist delivers on same day service. I visited the website and saw so many bouquets of beautiful flowers at reasonable prices. I contacted them via phone- placed a same day delivery, and overall was very pleased w the customer service. My final review of Blumengarten's comes down to the approvement & excitement of my mum- who was very pleased w the flowers.Kudos to Blumengarten, you've gained a new a customer.
",1,positive,76.2
"Have ordered from Jim about 5 or 6 times and each order was flawless. They do everything right - efficient in taking an order, putting together a beautiful arrangement, and getting it delivered when it is needed. Our most recent order was a few days ago for a funeral viewing and it was very nice as always.  Great people, quality work, and you don't need to wonder if they are going to get it right. They are our go-to florist.
",1,positive,55.8
"Walk through the door and immediately the sweet, spicy scents of flowers and greens envelops your senses. Fresh green earthy ferns, spiky AND soft cacti, terrariums filled with tiny worlds you'd love to explore in Tiny Alice form all crowd antique tables, shelves and hutches - a bounty of natural wonders there for sweet discovery. The walls teem with both strikingly colorful and softly demure wreaths and wall accents. One glass topped and fronted case has huge jars of the most wonderful potpourri that you can scoop to your heart's content....just imagining your bedroom, living room, your entire home smelling like a little piece of heaven. Then, just as you pass that glass case an open door and a secret garden beckons with wonders of green outside. Melodious chimes, gurgling water, wondrous plants that you are certain deserve special places under no less than the glass roofs of Phipps Conservatory. What a wonderful respite from the rush and noise of the Strip....a quiet oasis. Thanks, Roxanne. Well done.
",1,positive,99.2
"I adore Roxanne's! There are so many beautiful arrangements and terrariums, and a great variety of live plants inside and out. You can also find lovely home decor in the form of side tables and such. On that note, I have even purchased an ethically made dress here! The employees are always a pleasure to chat with, and prices are reasonable for the quality you get. Even if you're not in the market for any of the aforementioned, stop in here and fulfill your senses.
",1,positive,97.9
"Awesome little home decor shop in Pittsburg.  We stumbled upon this place while exploring the city.  I posted some pictures for you to check out.  They have a great selection even though it's not a massive store.  People are friendly and well trained to help you find whatever you are looking for.
",1,positive,79.5
"J'adore this store!!!  So beautiful and filled with many inspiration pieces. Very much on the pricey side, but a check online shows me that their stock is not too overpriced. This is def a room in heaven. :)
",1,positive,78.5
"I love this store! Are you looking for -a selection of stuffed ratssunglasses shaped like martini glasses or dollar signs or heartscheap Pittsburgh mugs or magnetsIC Light or Steelers merchandiseold fashioned candyparty hatsOk, you get the idea. This store is STUFFED full of all kinds of things that you will suddenly absolutely need and it's reasonably priced. It's also the perfect place to buy some junk to take home to your friends :)
",1,positive,80.3
"This is always one of my favorite stops when visiting the Strip. A wide variety of party favors and Pittsburgh paraphernalia.
",1,positive,57.9
"This is SUCH  fun store!  I mean, what place can you go into, buy a Steelers mug, a candy necklace and some plates and napkins for a party  Want Pittsburgh themed merch  They've got it!  Need party supplies  They've got it!  Need a bouncy ball  They've got it!  You really need to step in here to get the full picture of everything they have to offer....because, it's basically everything!  I've come in here looking for one specific item and walked out with twenty non specific items.  That's just how it goes here!  Seriously, if you're throwing a themed party, looking for unique gift or need Steelers merchandise, this is the place for you because you'll more than likely find it...and walk out with more than you planned on getting!  But that's the fun of shopping here!
",1,negative,96.2
"I freakin' love this place. Anything you could possibly want, they've got it. And probably a lot of stuff that you don't want. I loved that everyone listed the crazy things they've seen there - they have all of that and so much more. 2 gems a friend got while we were there: a giant bottle of sriracha sauce & a fake tattoo sleeve. Ha!!All I got was a postcard, this was the only place I found in the Strip District that sold them. Will definitely be back, and will remember to leave plenty of room in my suitcase next time!
",1,positive,56.9
"Every holiday, graduation, breast cancer awareness month, and other things, THEY HAVE IT!!!! they have an assortment of things and it's an amazing shop. They are real friendly and it's a great place to go to get party items!
",1,positive,75.3
"This little store, which sells Italian (Irish, and some other) decor and home-y things, ROCKS. Maria, the owner, also does cooking classes in the apartment upstairs. If I still lived in Pittsburgh, I'd LIVE there.
",1,positive,58.0
"I can't believe there aren't more reviews for this place... I didn't get a chance to look around the store - I went for a meal in Maria's kitchen upstairs.  It really is HER KITCHEN, not a restaurant... There is only one table that seats 8-10 people.  But her cooking is amazing.  Lots of home-style italian favorites come out in a fabulous 6 course meal.  I could have eaten just the antipasti alone as a full meal; the standout was a baked pumpkin full of gruyere, herbs and croutons... delicious.  For dinner, we had butternut squash soup with gorganzola and pecans, homemade pasta with a pistachio cream sauce, veal chops and an italian vegetable medely that was perfect with everything else.  Tiramisu for desert.  Everything that came out was delicious and perfectly prepared - plus Maria was standing right there in the kitchen to answer any questions we had about the food or cooking in general.  Wine was BYOB, and I think we went through ~10 bottles.  No corkage fees...This is an amazing dinner for those who have patience.  Maria is booked around 7 months in advance for those looking for a weekend date.  Do like I did - make your reservation, put it on the calendar and be patient... it's worth the wait.
",1,positive,63.9
"I can't say enough about Merante's and Maria. The back of the shop has wonderful baked goods. Pies, breads and of course the best biscotti around! Though, the true treasure exists in the upstairs apartment where Maria has cooking classes and serves a 6 course meal to parties of  8-10 most nights of the week. I heard about the private parties while at a food tour of Bloomfield. I knew I needed to get a reservation but, I had no idea how difficult that task would be. We scheduled a dinner in October for the first available Friday or Saturday which was 6 months later! That's right folks, 6 months in advance! The menu changes seasonally and is posted on the website. We ordered earlier in the week so that Maria had time to purchase the necessary items and prepare our meal. The menu would typically be the same for all 8 in the party but, Maria graciously offered to allow us to split the entrees into a meat and a non meat option to allow those who don't eat meat on Fridays during lent to have another option. When we arrived, we all enjoyed the appetizers in a sitting room at the front of the apartment. The appetizers themselves were a meal- meatballs, bread, shrimp, spinach pie, stuffed tomatoes and cheese with roasted peppers- all of which were incredible. Bring along your wine as Merante's is BYOB. The next course was soup which we were served in the formal dinning room which opened to the small kitchen where Maria cooks your meal. At first it was a little awkward sitting so close to the kitchen and Maria. Imagine having dinner at your grandmother's home with 7  of your closest friends. But, Maria did a great job of giving us our privacy. We hardly even noticed that she was there. After the soup came the pasta (homemade gnocchi anyone), then the entrees and vegetables, then the salad and last, the dessert. This was a meal fit for a king! The portions were huge! Luckily, Maria boxed up the leftovers making for an easy lunch the next day. If your lucky, you may even get to take home a little extra something such as extra sauce or a homemade truffle. Absolutely everything about this dinner was perfection. Everything (from the food to the service and hospitality) was done with the utmost care and concern to ensure a wonderful experience. I would literally come here every month if it were possible. Unfortunately, Maria is booked through the end of 2014! Not one day available in the next 8 months! My only complaint, Maria is in serious need of a clone.
",1,negative,73.9
"I was actually looking for absolutely beautiful large silk flowers and had searched high and low.  What visiting from my home in Austin, my daughter in law suggested I try this shop!  What a find!!!  Their flowers are top of the line as well as lovely little nice gifts for loved ones.... doesn't get any better than this!
",1,positive,97.7
"Flowers for my July wedding turned out gorgeous, I'd highly recommend Mt. Lebanon Floral!  (my bouquetscenterpieces were faith roses with cream hydrangea)
",1,positive,91.5
"Yesterday I received, without question, the most exquisite bouquet from Toadflax. My family had been through a lot this past month, but this arrangement was so colorful, so diverse, so beautifully orchestrated, that it absolutely brightened my day and lifted my spirits for the evening.I'm hesitant to add a photo, as I honestly cannot get a shot that does these flowers justice.Thank you, Toadflax! You've got my business for sure.
",1,positive,90.4
"I love love love this store. It's a mecca of kooky gifts, books, cards, calendars, tshirts, jewelry, candles... pretty much everything you could ask for. I've spent over an hour just browsing, and around the holidays or birthdays, it's the best place to go if you have no idea what to get. You can pick up anything from a barista action figure to chocolate body paint to the complete set of Harry Potter hardback books. And don't forget the fizzy bath salts or the stick-on mustaches. You'll be hard pressed to NOT buy anything before you leave.
",1,positive,84.9
"Despite the kooky spelling, Kards Unlimited is a great place to shop for a gift. The card selection is extensive, so if you go there in search of a card you're unlikely to head home empty-handed. Even better, there's a wide assortment of knick-knacks and books that are perfect as gifts or impulse purchases for yourself. It's easy to lose track of time as you wander up and down the narrow aisles.
",1,positive,93.1
"Such a great store. They stock everything (EVERYTHING), including: cards, hand puppets, necklaces, books, etc... Kards Unlimited seems to take great care in choosing store products for sale. Definitely my favorite store on Walnut.
",1,positive,94.3
"I regret to say that I have walked past this store for four years and never went in. That's four years of gifts that I could have found in one place. The books, staionary, gift wrap, and kookyfun gifts are all instant inspiration. They have way too many things to classify the store or its demographic, but if you need something unique and have no idea of what it is just go in and look around. You'll find it.
",1,positive,63.1
"Probably THE best card and gift store in the East End of Pittsburgh, if not the entire city.  Even the picky and indecisive card shopper (such as myself) can find plenty of good choices.  Need a present to go along with that card  You can make a one-stop trip to Kards Unlimited.  There are toys for both kids and adults, gag gifts like beer goggles, books, bath and body products, ornaments and what is my favorite to look at, funky jewelry.  If you're shopping for a literary friend, a bunch of the paper collage-style necklace pendants incorporate literary references (Why, yes, I would like one!).  Even if you're not shopping for a lovable female book nerd, the jewelry is beautiful.The aisles can get cramped with people browsing, but you can't blame them--there's just so much to see.
",1,positive,78.0
"They have a huge selection of greeting cards in the back, but I've usually come here to browse the books (lots of Kurt Vonnegut) or the stationary and other gifts like that (notepads like ""While you were out"" but with snarky commentary). Not only do you have a ton of options here, but they're very well curated options. One of the very best gift shops around!
",1,positive,53.1
"Much more than just a card shop. A very unique store. Tons of pop culture stuff. Take your time and look around.
",1,positive,73.5
"I have to stop myself from stopping here once a week and stocking up on cards I don't yet need. Great card selection and perfect for gift shopping, they literally have something for everyone.  I go at least as often as I need a card for some occasion and they always have new things. A bit expensive but worth it to support this great store.
",1,positive,90.1
"A door sign reads ""hiring enthusiastic, energetic and humorous employees"" , so I walk-in. Immediately my expectations are exceeded as a lady behind the desk responds to a radio call from the staff upstairs announcing that her radio (which is strapped to her body) vibrates every time someone calls her and she ""kinda likes it"". I couldn't help but laugh out loud the first 30 seconds I walked through the door. Super savvy, humorous and fun: This is one novelty shop you don't want to pass up! I left with unique childrens books & hand puppets for my son, silly sticky notes for my secretary's desk, witty comic novels, and an irresistible coin pouch. It's more than shopping in here, it's a whole experience. Go in, get lots for awhile...
",1,positive,53.1
"One of the few non-people I have purposefully sought out and ""liked"" on Facebook, Kards Unlimited has the highest quality and variety of cards I've ever seen. Plus wacky tees. Plus random crap usually found in gift shops at the airport, only with infinitely more edge and non-bloated prices. I always stop in for a visit when I'm wandering around Walnut and I rarely leave empty handed.
",1,negative,74.5
"Named for Pittsburgh greats, Gene Kelly and Billy Strayhorn, this historic theater is a real gem.  Originally the Regent, built in 1914, the building was renovated in 2000 as a performing arts center for theater, dance, music and film.  I have been to several fundraisers hosted by the Kelly Strayhorn, and they have always been first rate.  Also, I recently attended the Kelly Strayhorn's own fundraiser, Full Bloom, which was lots of fun.  As a venue, this place is definitely worth your attention, and the staff seems to bend over backward to make sure events go off without a hitch.
",1,positive,89.6
"People often mistake PICT for community theatre - this isn't so. PICT, as the name implies performs pieces of Irish and classical theatre seasonally at the theaters of the University of Pittsburgh in the Stephen Foster Memorial (attached to the Cathedral of Learning). Productions are top notch and often sell out so Pittsburgh theatre lovers may find it worth it to buy a season pass.
",1,positive,63.5
"PICT is one of the best theater companies in the Pittsburgh area.  The actors are so very talented, and the play selections are smart, thought provoking, and relatively inexpensive.  Do yourself a favor and check out a performance.  You'll definitely be back for more.
",1,positive,97.6
"I hate to sound like a broken record but I have to agree with my fellow reviewers: PICT is a wonderful theater and production group! It makes me so proud to see the talent in this city whenever I attend one of their shows. I guarantee you that if you check back each season you'll find at least one show to enjoy. Every year their line-up changes and it always features an incredible variety of shows. I've seen a classics such as ""Antony and Cleopatra"" to the interesting (but potentially uncomfortable) ""In the Next Room (or The Vibrator Play)."" My outright favorite evening with PICT was during a premiere of a play named ""Our Class,"" which was an incredibly shocking but important play about, sadly, real events: a WWII mass murder of the Jewish community living in a town in Poland. No one wanted to speak during or after that show, and the actors handled the roles and portrayal of both inhumane actions and traumatic events incredibly and impressively well. Kudos to them and all of PICT for tackling such an imposing but important project.I have plans to see at least one more if not two more PICT performances this year; not once have they disappointed me, and their contributions to the theater scene in this city are always outstanding. Thank you, PICT!
",1,positive,93.8
"I have been a subscriber to the Pittsburgh Opera for 5 years.  I have also attended the opera in other cities, most notably New York City and Sidney, and I feel that we are very lucky to have such an excellent company in Pittsburgh.  The season usually provides lots of variety, and the artistic standards are very high.  The Benedum itself is a magnificent venue to attend an opera, they have done a wonderful job restoring this historic building.  The acoustics of the Benedum are also really excellent.  The super titles are easy to read from just about any seat.  The orchestra is well rehearsed and play beautifully.  I also think that most people have  misconceptions about opera which can be easily be proved wrong by visiting the Pittsburgh Opera.
",1,positive,95.9
"Life is a Cabaret, old chum.....You may come out singing ""life is a cabernet savignon"" after throwing back a couple here because, yay, you can drink and eat and eat and drink!I encourage anyone who loves musical theater (or anyone who just likes to eat and drink in a fun environment) to give this place a try!  It's one of my favorite venue's to see a show because it's a whole experience.  There's not a bad seat in the house because it only holds about 200 tables.  Plus they have VIP seating in the front, which provides you with some comfy sofa's to sit on.I'm very excited to see a new caterer come in since the companion restaurant closed next door.  I wasn't too thrilled with the food selections...I really don't know how you make Pizza bad...but they somehow did.  I loved The Big Bang and I Love You, You're Perfect, Now Change.  They honestly do a fantastic job casting the shows.  I have my own personal favorites, it's my own personal fan club of one!Keep in mind there's discounts if you work for certain corporations, you're a student or you come a in group.  Everyone loves a discount!  Go see something so you can stop singing the same Cabaret lyrics over and over again every time you think of the place!
",1,positive,96.0
"I had an incredible night here. My wife and I were ""guests"", meaning we had our ticket, food, and drink paid for. This was really nice as we have  a 7 month old at home (amazing how fast they can burn through clothes).However, I have to focus on the actual venue and production. I can honestly say that my wife and I had a blast. We thoroughly enjoyed the topic, the performer, the view from our seats, and the food was very simple and tasty. We encouraged many family and friends to go (some did and were equally impressed) which speaks to the impact the evening made on us. I now keep my eye on what is happening at the CLO and look forward to returning soon.Highly Recommend.
",1,positive,98.8
"I have seen quite a few shows here, and every one was a great time. Forever Plaid, Ruthless!, Dixie's Tupperware Party, Forbidden Broadway, to name a few. Always professional and enjoyable. You can order food andor drink, or just enjoy the show. One recommendation: if you are ""height-challenged,"" sit in one of the elevated rows in the back, because the main floor is not sloped.
",1,positive,93.4
"We came here to see the play ""You say Tomato I Say Shut Up!"" and what fun we had! The stage is visible from any seat, the waitress was never too far and the food was satisfying. We really had a great time and enjoyed watching a play while eating and drinking. Great time and we can't wait to come back for another show.
",1,positive,67.5
"I have been to the CLO Cabaret for several shows and for salsa dancing and have had a great experience every single time.  I love live theater and the CLO offers a fun and unique alternative way to enjoy that experience.  The seating is set up in such a way that there is not a bad seat in the house.  Along the sides you are seated in high bar tables, the middle section is typical table seating and the back of the house is raised on a platform to allow for easier viewing.Most of the shows at CLO are small ensemble casts or only one or two actors.  The way the room is set up, you feel like you know them by the end of the show.  The quality of the productions is fantastic.  I've seen both plays and musicals and the acting, staging and sets have been great for both.  It is amazing what can be done through simple stage sets and props to bring the show to life.  The only down side is that drinks are on the pricey side ($8-9 for a class of wine, $10+ for a mixed drink).  However, you are paying for the convenience of drinking while enjoying a show and the drink prices are pretty comparable to some of the other bars in the cultural district.  I look forward to my next visit to CLO.
",1,positive,95.7
"A great, intimate setting to see some local theatre! I went to a performance of Plaid Tidings and really enjoyed the show. You sit at tables rather than the usual side-by-side audience seating and can order drinks and food beforeduring the show.They have a small bar which seemed to get quite overwhelmed during intermission. We had to wait a while to get a drink, but there were a lot of people there all at once, so that is bound to happen.The ushers and other staff were all very polite. I was also impressed by some of their past shows they had displayed on the wall and would definitely go back for another show!
",1,positive,97.1
"We are so lucky to have such an amazing theater community in Pittsburgh.  This unique theater adds so much to the mix!  It's a fantastic theater because they focus on plays, usually with one musical in the mix. There's new works here, like the original show The Chief, about what else, but Pittsburgh Steelers founding owner Art Rooney.  They bring in the classics like A Midsummer Night's Dream and The Important of Being Earnest.  They also have newer works right off Broadway, like The Rabbit Hole and Superior Donuts.  Plus, they bring in Second City every year, which is big in my book because they've spawned a couple SNL cast members!! I absolutely LOVE the theater!  I'm a big fan of a theater in the round.  That means there's seating on 3 sides of the stage.  They've also been able to do some really cool things with the stageset, like making an actual pool for the show Metamorphoses.  My favorite all time show was The Secret Letters of Jackie and Marilyn, which was a world premiere.  The show was about a made up relationship between the two women where they wrote letters to each other.  It was a VERY cool concept! They also do a lot of great events like the Mix at 6 for young professionals before a show.  Plus, they understand that most of us under 26 (and of course sometimes above) are broke ho's, they offer $15 tickets!  The great thing is, there's really not a bad seat in the house! Again, we have a fantastic theater district, so TAKE ADVANTAGE and go here!  Don't make me tell you twice!!
",1,positive,97.3
"I just saw Superior Donuts! Fantastic show with a REALLY talented cast! This show will definitely go down as a favorite of mine!
",1,positive,85.0
"Very cool theater.  Different in that it is modern but still located in the Theater District.  It's easily accessible and in a great location.  Probably the best aspect is the intimacy of the theater.  Only drawback is that any noise made can be heard a long ways...  (i.e. be careful with children)I went to see Electra thanks to Yelp's Culture Month.  The tickets were half price!  Can't be that!  We were 6 minutes late, oops, but the box office was still able to give us our will call tickets and we were lead to watch the performance on a monitor until we could be taken inside.  We were lead inside with 3 other couples while the show was going on.  The only drawback was that we kind of had to just sit wherever (instead of our assigned seats) so as to not make much ruckus.All in all, FANTASTIC performance, and lovely theater.
",1,positive,93.0
"We just saw ""As You Like It"" here and we thoroughly enjoyed it. The cast did a great job engaging the audience. It was a long show (two and a half hours) but I was surprised afterwards that it didn't feel nearly that long and kept my attention throughout. My only issue was the difficulty in understanding all of the Shakespearean English, but it was easy to follow the storyline.I think our usher may have been having an off-night. We were led to two wrong sections before we found our seats ourselves. We have been here a few times and have will definitely be back for more!
",1,positive,89.6
"I saw Shakespeare's ""As You Like It"". Great performance!
",1,positive,87.2
"saw the austrailian pink floyd show 2 times and a doo wop show once. place was built when everyone was 5'5 150 lbs.i am 6'3 270 lbs ,so its a toyt squeese for a 2 hour concert. but the sound and just the atmosphere makes me forget my knees are loc ated behind my ears. red carpet on the walls makes me get all giddy. betcha a cat would go ape in a place like this. hope its open forever.
",1,positive,70.8
"This is by far and away my favorite theater in Pittsburgh! If you've ever been here you KNOW how beautiful it is! It's a historic landmark and was built in 1927 and restored in the 80's to it's original state. It holds around 2,200 seats and is the third largest stage in the country. As you can see, I'm a total nerd about this theater.So let me give you some BIG insider tips about seating! Avoid at all costs the outer sides of the Left and Right Orchestra (the floor) in the front. You can actually get a cheap seat if you sit in the back of the Left and Right sides but only sit on the aisle. IF an aisle seat isn't available, go for First or Second Tier. I would rather see the show from far away than half see the show! The touring Broadway, Pittsburgh CLO, Pittsburgh Opera and Pittsburgh Ballet Theatre perform here. So go support our local theater! Just remember it's right here in the burgh, it's still a fantastic production and it's cheaper than a trip to NYC!
",1,positive,76.6
"Perfect Valentine's day date experience. I decided to book tickets for the Dracula Saturday Matinee so that we could have a night out on the town after the show. This theater is really exquisite! Prepare to go back in time to the decadence of the 1920's.Marble, sconces, crystal chandeliers, staircases, and brass railings adorn the beautiful space. Take some time after the performance to tour the interior rooms!The ballet was immensely enjoyable in it's own right. The back drops dark, sinister, and ethereal all at the same time. The dancers floating gracefully around the stage as if their feet fluttered just above the ground. Classical music flowed into the hall and moved with the performers during the most intense scenes. It was so romantic. I can't wait to go again!Pricing is quite reasonable too. You can go for the cheap seats for $20 on the top tier left or right of the center. $50 for better seating towards the center or orchestra seating for $90 being the best seat in the house. I love that on the website you can choose your own seats. Parking can be found two blocks away for $5 at the parking garage. Take some time out to visit this theater!
",1,positive,81.8
"The Benedum Center for the Performing Arts was originally a movie theater called The Stanley. It was built in 1927 and was billed as ""Pittsburgh's Palace of Amusement."" It's acoustics are nearly perfect because back when it was built, 65 cents would not only buy you a ""photoplay"", but you'd also get live entertainment too. A two year renovation in the late 1980s under the guidelines of the U.S. Department of the Interior brought it back to its original condition. The grand lobby's mirrors and woodwork are all original. Of the more than 90 chandeliers and sconces in the theater, only one is a replica. In fact, the main chandelier weighs 4,700 pounds and is 20 feet high and 12 feet wide. The sightlines here are awesome. It truly is a masterpiece of theater design. Let's face it fellow Yelpers, you're not here for my architectural reviews are you Okay. I came here last night for the Decemberists concert featuring Justin Townes Earle as the opener. There were only single seats left when I tried to get tickets. So I ended up going by myself to the show. Hey a married babe can treat herself to a night out on occasion! The Portland, OR based Decemberists have been burning up the indie rock scene for a few years now and their CD ""The King Is Dead"" has been doing quite well. So much so that it reached 1 on the Billboard Charts in late January. The Decemberists in the past have dabbled in so-called ""progressive rock"" and British folk but this new CD is definitely more of an AmericanaAlt Country sound. So much so that the single ""Down by the Water"" reminds me of Firetown's ""The Good Life"" for some reason (Firetown later evolved into Garbage--in both senses of the word.. But that's another story). So it was no surprise that after doing ""The Crane Wife, Parts 1-3"", Colin Meloy told the audience ""I don't know who wrote the set list, but they thought we were a prog band. We're not a prog band anymore. We're a folk band."" Hmmm! That actually was a pretty apt description. Despite this, they managed to get a lot of songs in from their catalogue. There was plenty of good singin' and good playin' though. Sam Watkins of Nickel Creek played fiddle against Jenny Conlee's accordion and they did a rousing Irish jig to the song ""Rox in the Box"". It was almost strange though how Meloy apologized for taking the tempo down a notch during the gorgeous new song ""Rise to Me"". They also did their most epic pieces in the middle of the show, and face it folks, you can't keep a good prog band down! But anyway, this show proved that the Decemberists aren't some flash in the pan. Their many musical stylings and their abililty to move a show along proves that they're in it for the long haul. I should also mention that my 60-something father, a music fan in his own right, absolutely loves the Decemberists. Now you know where I get those genes from. As I mentioned, Justin Townes Earle opened the show and if his last name sounds familiar, it should. His father is the iconic Steve Earle (another one of my favorites). Justin gets his middle name Townes, from Townes Van Zandt, of whom Steve Earle was a great friend. Justin Townes Earle is definitely more bluesy than his old man and while he seems to be a good performer, only time will tell if he lives up to the musical legacy of his father.
",1,positive,93.6
"I always love coming to the Benedum.  We attended Wicked on a recent Sunday night.  I am always astounded by the beauty of this theater.  Here are a couple interesting facts:  The mirrors, marble and woodwork in the Grand Lobby are all original.  There are over 90 crystal chandeliers, torchieres and sconces in the theater, all but one are original.  The original cost was $3 million back in 1928.  Compare that to the 1987 restoration that cost $43 million.  We had perfect seats, Row AA.  How lucky is that  Loved the performance.  My first time for Wicked.  But just as entertaining is the view of theater.  Love it here.  So beautiful and so ornate.  And while the seats are showing some signs of wear, the good news is the 2,881 seats will be repaired and refurbished to the tune of $450,000.You know, it always feels really special here.  No matter what event we attend.  Looking forward to coming back during the holiday season.
",1,positive,95.8
"Saw Phantom when it came through. Grew up seeing Nutcracker every year. JC Superstar was awesome. Beautiful place and Pittsburgh is soooo lucky to have it!
",1,positive,74.8
"I love it here! It is like walking into a little piece of history, I could see the upper crusts socializing in here back in the day. Furs and fedoras, and those long cigarette holders gracing the hallways. This is a gorgeous theater its hard to capture it with pictures because of lighting glares. I have not experienced large playhouses in other cities. But my advice is pick a show you love a decent Broadway one, splurge once a year it will make your experience that much more memorable. Spend a little extra for refreshments yes they are expensive but again the experience. I don't think the upper seats are bad but some on yelp seem to, if it is what you can afford it is still a nice view. And unlike Heinz hall you have a little leg room. There are always a few audience members behaving naughty that was my only complaint. The ushers are helpful and will let you in if you are few minutes late (Grrr that Pittsburgh parking), speaking of parking I would park at the 9th and Penn garage or the one on liberty and ninth if you can. I appreciate this theater for its history and modern contributions, I think some individuals do not understand that this kind of history in other American cities has been left to decay. Cue in Detroit, sadly. So props to cultural trust or whomever for keeping this one going.... true Pittsburgh beauty,
",1,positive,84.1
"I was lucky to get a tour of the Benedum last month, and I was completely impressed.  This is a painstakingly restored historic building with marvelous architectural and design details.  It is absolutely an beautiful place to go see a musical, the opera, ballet, or a concert.  The staff is amazing and extremely professional, they run this place like clockwork.  I love the natural acoustics of the building, although I don't recommend that you sit under the balcony, that's the worst place to hear a good sound.  Don't worry about getting over-dressed for an event at the Benedum, this is a truly unique and beautiful landmark that exudes elegance.
",1,positive,88.9
"Great theater !!! Absolutely beautiful .. Live the seating ... Seen Book of Mormon here !!! Loved it
",1,positive,97.3
